"last_change_date","barcode","available_stock","in_way_to_client","in_way_from_client","total_stock","available_stock_cost","in_way_to_client_cost","in_way_from_client_cost","total_stock_cost","sales_quantity","revenue","for_pay","sales_cost_price","gross_profit","cost_price","is_cost_price_missing","is_stock_missing","category","subject","supplier_article","brand","orig_country","color","size_group","size"
"2022-05-28","2000629385432",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-19","2000599354315",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-05","2000582612095",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-03","2000629385432",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-25","2000582612231",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-23","2000582612170",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-16","2000582612163",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-08","2000466024310",339,63,11,413,99381.24,18469.08,3224.76,121075.08,4,3336.00,2798.64,1172.64,1626.00,293.16,0,0,"category 588","subject 618","supplierArticle 432","brand 604","Сербия","оливковый",NULL,"0"
"2022-08-04","2000582612347",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-29","2000466024464",0,1,0,1,NULL,53.72,NULL,53.72,0,0,0,0,0,53.72,0,0,"category 596","subject 633","supplierArticle 467","brand 610","Сербия","Белый",NULL,"0"
"2022-06-17","2000599354131",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-25","2000582612095",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-05","2000582612163",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-24","2000582612095",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-13","2000599354131",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-16","2000464167101",0,3,0,3,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-07","2000599354315",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-04-09","2000464167095",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-29","2000599354315",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-29","2000582612446",0,5,0,5,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-24","2000629385418",0,16,2,18,NULL,1309.44,163.68,1473.12,0,0,0,0,0,81.84,0,0,"category 599","subject 624","supplierArticle 50","brand 607","Сербия","Желтый",NULL,"0"
"2022-05-25","2000599354131",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-14","2000629385418",0,17,1,18,NULL,1391.28,81.84,1473.12,0,0,0,0,0,81.84,0,0,"category 599","subject 624","supplierArticle 50","brand 607","Сербия","Желтый",NULL,"0"
"2022-05-20","2000466024440",0,2,1,3,NULL,670.32,335.16,1005.48,0,0,0,0,0,335.16,0,0,"category 596","subject 633","supplierArticle 468","brand 610","Сербия","Лиловый",NULL,"0"
"2022-06-05","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-30","2000599354117",0,2,0,2,NULL,110.26,NULL,110.26,0,0,0,0,0,55.1304,0,0,"category 589","subject 637","supplierArticle 486","brand 605","Сербия","Розовый",NULL,"0"
"2022-08-12","2000629385401",0,11,1,12,NULL,1132.23,102.93,1235.16,0,0,0,0,0,102.93,0,0,"category 599","subject 624","supplierArticle 48","brand 607","Сербия","Розовый",NULL,"0"
"2022-07-05","2000582612309",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-07","2000582612163",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-09","2000466024440",0,4,0,4,NULL,1340.64,NULL,1340.64,0,0,0,0,0,335.16,0,0,"category 596","subject 633","supplierArticle 468","brand 610","Сербия","Лиловый",NULL,"0"
"2022-06-12","2000629385418",0,16,2,18,NULL,1309.44,163.68,1473.12,0,0,0,0,0,81.84,0,0,"category 599","subject 624","supplierArticle 50","brand 607","Сербия","Желтый",NULL,"0"
"2022-06-17","2000582612385",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-11","2000599354117",0,1,0,1,NULL,55.13,NULL,55.13,0,0,0,0,0,55.1304,0,0,"category 589","subject 637","supplierArticle 486","brand 605","Сербия","Розовый",NULL,"0"
"2022-07-01","2000466024440",0,2,1,3,NULL,670.32,335.16,1005.48,0,0,0,0,0,335.16,0,0,"category 596","subject 633","supplierArticle 468","brand 610","Сербия","Лиловый",NULL,"0"
"2022-04-14","2000464167095",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-31","2000582612095",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-10","2000466024464",0,1,0,1,NULL,53.72,NULL,53.72,0,0,0,0,0,53.72,0,0,"category 596","subject 633","supplierArticle 467","brand 610","Сербия","Белый",NULL,"0"
"2022-06-23","2000629385418",0,16,2,18,NULL,1309.44,163.68,1473.12,0,0,0,0,0,81.84,0,0,"category 599","subject 624","supplierArticle 50","brand 607","Сербия","Желтый",NULL,"0"
"2022-06-05","2000599354131",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-28","2000466024464",0,2,0,2,NULL,107.44,NULL,107.44,0,0,0,0,0,53.72,0,0,"category 596","subject 633","supplierArticle 467","brand 610","Сербия","Белый",NULL,"0"
"2022-06-16","2000582612446",0,5,0,5,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-18","2000629385418",0,34,4,38,NULL,2782.56,327.36,3109.92,1,264.00,234.63,81.84,152.79,81.84,0,0,"category 599","subject 624","supplierArticle 50","brand 607","Сербия","Желтый",NULL,"0"
"2022-09-01","2000599354315",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-19","2000464167095",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-24","2000629385401",0,11,1,12,NULL,1132.23,102.93,1235.16,0,0,0,0,0,102.93,0,0,"category 599","subject 624","supplierArticle 48","brand 607","Сербия","Розовый",NULL,"0"
"2022-05-20","2000582612446",0,5,0,5,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-04-13","2000466024464",0,1,0,1,NULL,53.72,NULL,53.72,0,0,0,0,0,53.72,0,0,"category 596","subject 633","supplierArticle 467","brand 610","Сербия","Белый",NULL,"0"
"2022-07-20","2000466024310",176,79,12,267,51596.16,23159.64,3517.92,78273.72,10,7071.00,6705.60,2931.60,3774.00,293.16,0,0,"category 588","subject 618","supplierArticle 432","brand 604","Сербия","оливковый",NULL,"0"
"2022-05-22","2000582612347",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-07","2000582612347",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-28","2000599354131",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-01","2000599354100",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-30","2000582612170",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-26","2000599354124",0,1,0,1,NULL,56.10,NULL,56.10,0,0,0,0,0,56.0976,0,0,"category 589","subject 637","supplierArticle 487","brand 605","Сербия","Красный",NULL,"0"
"2022-04-14","2000599354315",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-27","2000629385388",0,14,1,15,NULL,1219.68,87.12,1306.80,0,0,0,0,0,87.12,0,0,"category 599","subject 624","supplierArticle 45","brand 607","Сербия","сиреневый",NULL,"0"
"2022-06-01","2000582612385",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-14","2000629385432",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-01","2000599354124",0,1,0,1,NULL,56.10,NULL,56.10,0,0,0,0,0,56.0976,0,0,"category 589","subject 637","supplierArticle 487","brand 605","Сербия","Красный",NULL,"0"
"2022-06-05","2000466024440",0,2,1,3,NULL,670.32,335.16,1005.48,0,0,0,0,0,335.16,0,0,"category 596","subject 633","supplierArticle 468","brand 610","Сербия","Лиловый",NULL,"0"
"2022-06-24","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-31","2000629385388",0,56,4,60,NULL,4878.72,348.48,5227.20,0,0,0,0,0,87.12,0,0,"category 599","subject 624","supplierArticle 45","brand 607","Сербия","сиреневый",NULL,"0"
"2022-08-13","2000464167101",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-10","2000582612231",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-20","2000599354100",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-23","2000582612163",0,4,0,4,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-18","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-21","2000464167101",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-24","2000466024495",0,1,0,1,NULL,98.34,NULL,98.34,0,0,0,0,0,98.34,0,0,"category 596","subject 633","supplierArticle 465","brand 610","Сербия","Розовый",NULL,"0"
"2022-06-25","2000599354124",0,1,0,1,NULL,56.10,NULL,56.10,0,0,0,0,0,56.0976,0,0,"category 589","subject 637","supplierArticle 487","brand 605","Сербия","Красный",NULL,"0"
"2022-06-24","2000599354117",0,1,0,1,NULL,55.13,NULL,55.13,0,0,0,0,0,55.1304,0,0,"category 589","subject 637","supplierArticle 486","brand 605","Сербия","Розовый",NULL,"0"
"2022-06-28","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-25","2000599354117",0,2,0,2,NULL,110.26,NULL,110.26,0,0,0,0,0,55.1304,0,0,"category 589","subject 637","supplierArticle 486","brand 605","Сербия","Розовый",NULL,"0"
"2022-09-13","2000629385432",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-11","2000466024495",0,1,0,1,NULL,98.34,NULL,98.34,0,0,0,0,0,98.34,0,0,"category 596","subject 633","supplierArticle 465","brand 610","Сербия","Розовый",NULL,"0"
"2022-07-08","2000599354131",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-17","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-01","2000599354360",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-22","2000629385395",0,13,1,14,NULL,1293.50,99.50,1393.00,0,0,0,0,0,99.5,0,0,"category 599","subject 624","supplierArticle 46","brand 607","Сербия","Черный",NULL,"0"
"2022-07-16","2000582612347",0,3,0,3,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-20","2000582612446",0,5,0,5,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-25","2000582612125",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-14","2000599354100",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-20","2000466024310",32,96,8,136,9381.12,28143.36,2345.28,39869.76,11,8220.00,7283.76,3224.76,4059.00,293.16,0,0,"category 588","subject 618","supplierArticle 432","brand 604","Сербия","оливковый",NULL,"0"
"2022-08-04","2000466024464",0,2,0,2,NULL,107.44,NULL,107.44,0,0,0,0,0,53.72,0,0,"category 596","subject 633","supplierArticle 467","brand 610","Сербия","Белый",NULL,"0"
"2022-05-21","2000599354117",0,3,0,3,NULL,165.39,NULL,165.39,1,249.63,246.63,55.1304,191.4996,55.1304,0,0,"category 589","subject 637","supplierArticle 486","brand 605","Сербия","Розовый",NULL,"0"
"2022-04-16","2000629385432",0,3,0,3,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-24","2000599354315",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-19","2000599354131",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-12","2000582612347",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-09","2000629385432",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-16","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-02","2000599354124",0,1,0,1,NULL,56.10,NULL,56.10,0,0,0,0,0,56.0976,0,0,"category 589","subject 637","supplierArticle 487","brand 605","Сербия","Красный",NULL,"0"
"2022-08-16","2000582612446",0,5,0,5,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-26","2000464167095",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-24","2000582612125",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-30","2000582612125",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-30","2000582612309",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-10","2000599354117",0,1,0,1,NULL,55.13,NULL,55.13,0,0,0,0,0,55.1304,0,0,"category 589","subject 637","supplierArticle 486","brand 605","Сербия","Розовый",NULL,"0"
"2022-08-21","2000599354117",0,2,0,2,NULL,110.26,NULL,110.26,0,0,0,0,0,55.1304,0,0,"category 589","subject 637","supplierArticle 486","brand 605","Сербия","Розовый",NULL,"0"
"2022-08-13","2000582612163",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-28","2000599354360",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-21","2000599354315",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-05","2000629385418",0,16,2,18,NULL,1309.44,163.68,1473.12,0,0,0,0,0,81.84,0,0,"category 599","subject 624","supplierArticle 50","brand 607","Сербия","Желтый",NULL,"0"
"2022-05-27","2000599354124",0,1,0,1,NULL,56.10,NULL,56.10,0,0,0,0,0,56.0976,0,0,"category 589","subject 637","supplierArticle 487","brand 605","Сербия","Красный",NULL,"0"
"2022-06-13","2000466024440",0,2,1,3,NULL,670.32,335.16,1005.48,0,0,0,0,0,335.16,0,0,"category 596","subject 633","supplierArticle 468","brand 610","Сербия","Лиловый",NULL,"0"
"2022-07-21","2000599354124",0,2,0,2,NULL,112.20,NULL,112.20,0,0,0,0,0,56.0976,0,0,"category 589","subject 637","supplierArticle 487","brand 605","Сербия","Красный",NULL,"0"
"2022-06-27","2000582612231",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-24","2000582612125",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-04","2000582612163",0,4,0,4,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-14","2000629385395",0,13,1,14,NULL,1293.50,99.50,1393.00,0,0,0,0,0,99.5,0,0,"category 599","subject 624","supplierArticle 46","brand 607","Сербия","Черный",NULL,"0"
"2022-07-14","2000582612453",0,12,0,12,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-28","2000582612385",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-12","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-12","2000582612446",0,5,0,5,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-04-09","2000464167101",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-21","2000582612385",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-13","2000582612309",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-24","2000599354124",0,1,0,1,NULL,56.10,NULL,56.10,0,0,0,0,0,56.0976,0,0,"category 589","subject 637","supplierArticle 487","brand 605","Сербия","Красный",NULL,"0"
"2022-05-17","2000582612231",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-09","2000466024464",0,1,0,1,NULL,53.72,NULL,53.72,0,0,0,0,0,53.72,0,0,"category 596","subject 633","supplierArticle 467","brand 610","Сербия","Белый",NULL,"0"
"2022-08-31","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-26","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-09","2000629385395",0,13,1,14,NULL,1293.50,99.50,1393.00,0,0,0,0,0,99.5,0,0,"category 599","subject 624","supplierArticle 46","brand 607","Сербия","Черный",NULL,"0"
"2022-08-31","2000582612453",0,12,0,12,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-09","2000599354131",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-20","2000629385418",0,16,2,18,NULL,1309.44,163.68,1473.12,0,0,0,0,0,81.84,0,0,"category 599","subject 624","supplierArticle 50","brand 607","Сербия","Желтый",NULL,"0"
"2022-08-07","2000599354131",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-21","2000582612446",0,10,0,10,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-17","2000582612163",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-09","2000582612385",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-09","2000582612163",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-14","2000464167101",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-13","2000599354131",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-24","2000464167101",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-10","2000582612309",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-14","2000582612446",0,5,0,5,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-25","2000582612231",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-05","2000466024501",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-25","2000466024501",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-19","2000582612385",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-15","2000629385401",0,12,1,13,NULL,1235.16,102.93,1338.09,0,0,0,0,0,102.93,0,0,"category 599","subject 624","supplierArticle 48","brand 607","Сербия","Розовый",NULL,"0"
"2022-07-27","2000629385432",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-05","2000466024495",0,1,0,1,NULL,98.34,NULL,98.34,0,0,0,0,0,98.34,0,0,"category 596","subject 633","supplierArticle 465","brand 610","Сербия","Розовый",NULL,"0"
"2022-08-12","2000582612170",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-22","2000629385418",0,16,2,18,NULL,1309.44,163.68,1473.12,0,0,0,0,0,81.84,0,0,"category 599","subject 624","supplierArticle 50","brand 607","Сербия","Желтый",NULL,"0"
"2022-08-24","2000582612231",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-31","2000466024310",0,0,0,0,NULL,NULL,NULL,NULL,6,5004.00,4197.96,1758.96,2439.00,293.16,0,0,"category 588","subject 618","supplierArticle 432","brand 604","Сербия","оливковый",NULL,"0"
"2022-08-31","2000629385418",1,16,0,17,81.84,1309.44,NULL,1391.28,0,0,0,0,0,81.84,0,0,"category 599","subject 624","supplierArticle 50","brand 607","Сербия","Желтый",NULL,"0"
"2022-08-16","2000582612231",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
